Transaction_ID,Transaction_Date,Sender_ID,Receiver_ID,Sender_Bank,Receiver_Bank,City,Device_Type,Transaction_Type,Amount_INR,Transaction_Status,Account_Age_Days,Transactions_Last_24H,Avg_Transaction_Amount_7D,Failed_Transactions_24H,IP_Risk_Score,Device_Risk_Score,Location_Change_KM,Fraud_Reason,Fraud_Label,Is_Fraud
UPI1002706,19-01-25 19:00,CUST25078,MER2753,Axis,HDFC,Ahmedabad,Android,QR Code,748.78,Success,1130,8,265.56,0,12.23,73.48,8.33,Normal Activity,Legitimate,0
UPI1002707,19-01-25 19:10,CUST66614,MER8335,PNB,PNB,Delhi,Android,QR Code,755.53,Success,734,4,624.27,0,75.62,36.71,1.59,Normal Activity,Legitimate,0
UPI1002708,19-01-25 19:20,CUST15105,MER7277,SBI,PNB,Hyderabad,iOS,QR Code,181.93,Failed,1659,6,111.34,0,62.5,66.4,3.89,Normal Activity,Legitimate,0
UPI1002709,19-01-25 19:30,CUST12839,MER2184,HDFC,ICICI,Pune,Android,UPI ID,616.39,Success,1832,1,350.33,0,91.4,18.64,0.53,Normal Activity,Legitimate,0
UPI1002710,19-01-25 19:40,CUST78920,MER7927,Canara Bank,Kotak,Pune,Android,QR Code,153.76,Success,946,3,524.78,0,5.87,0.82,6.19,Normal Activity,Legitimate,0
UPI1002711,19-01-25 19:50,CUST53619,MER1733,Canara Bank,Kotak,Chennai,Android,QR Code,300.87,Success,1196,3,363.15,1,76.58,58.21,17.56,Normal Activity,Fraud,1
UPI1002712,19-01-25 20:00,CUST52821,MER2851,Axis,Axis,Mumbai,Android,Mobile Number,247,Success,278,5,789.4,0,39.49,32.27,10.22,Normal Activity,Legitimate,0
UPI1002713,19-01-25 20:10,CUST23493,MER7520,SBI,HDFC,Kolkata,Web,Collect Request,689.5,Reversed,1826,4,585.26,0,19.74,24.52,5.91,Normal Activity,Legitimate,0
UPI1002714,19-01-25 20:20,CUST27069,MER9586,Bank of Baroda,SBI,Mumbai,iOS,Mobile Number,576.42,Success,1573,4,266.37,0,20.86,73.54,1.9,Normal Activity,Legitimate,0
UPI1002715,19-01-25 20:30,CUST17531,MER6291,ICICI,Canara Bank,Kolkata,Android,Collect Request,504.1,Success,2183,2,204.87,0,11.79,37.83,0.29,Normal Activity,Legitimate,0
UPI1002716,19-01-25 20:40,CUST47051,MER3517,Canara Bank,ICICI,Bengaluru,iOS,QR Code,1530.53,Success,28,6,190.04,0,58.01,28.79,2.24,Normal Activity,Legitimate,0
UPI1002717,19-01-25 20:50,CUST17736,MER8589,PNB,PNB,Kolkata,Android,UPI ID,272.94,Success,2500,2,230.14,1,63.1,54.93,21.83,Normal Activity,Legitimate,0
UPI1002718,19-01-25 21:00,CUST17710,MER4327,Bank of Baroda,Canara Bank,Delhi,Android,QR Code,864.76,Pending,1797,4,324.34,1,49.16,1.96,15.45,Normal Activity,Legitimate,0
UPI1002719,19-01-25 21:10,CUST77155,MER7124,Canara Bank,Canara Bank,Delhi,Web,Mobile Number,869.8,Success,2149,6,370.21,1,11.51,62.86,9.99,Normal Activity,Legitimate,0
UPI1002720,19-01-25 21:20,CUST23975,MER3066,SBI,Bank of Baroda,Bhopal,Android,QR Code,580.74,Failed,1114,4,695.33,0,99.61,50.5,6.78,Normal Activity,Legitimate,0
UPI1002721,19-01-25 21:30,CUST72424,MER1246,Canara Bank,Axis,Bhopal,Android,QR Code,509.64,Success,155,1,112.85,1,90.68,71,3.82,Normal Activity,Legitimate,0
UPI1002722,19-01-25 21:40,CUST55603,MER6324,Axis,ICICI,Kolkata,Android,UPI ID,1150.62,Success,1783,3,619.13,0,24.78,60.21,2.23,Normal Activity,Legitimate,0
UPI1002723,19-01-25 21:50,CUST33252,MER8587,PNB,ICICI,Pune,iOS,QR Code,847.98,Success,1370,2,233.27,0,79.65,74.53,4.24,Normal Activity,Legitimate,0
UPI1002724,19-01-25 22:00,CUST90797,MER4138,SBI,Bank of Baroda,Hyderabad,Android,QR Code,2549.15,Success,299,4,255.76,1,27.16,25.18,2.61,Normal Activity,Legitimate,0
UPI1002725,19-01-25 22:10,CUST11431,MER1341,SBI,SBI,Mumbai,Android,Mobile Number,636.51,Success,2218,4,404.23,1,23.44,68.29,3.35,Normal Activity,Legitimate,0
UPI1002726,19-01-25 22:20,CUST84603,MER3434,PNB,ICICI,Hyderabad,Android,UPI ID,1152.24,Success,1569,9,795.6,1,26.06,31.48,0.14,Normal Activity,Legitimate,0
UPI1002727,19-01-25 22:30,CUST47481,MER1341,PNB,Kotak,Chennai,iOS,UPI ID,370.63,Success,809,2,116.77,0,16.91,37.78,13.3,Normal Activity,Legitimate,0
UPI1002728,19-01-25 22:40,CUST19557,MER1107,Canara Bank,HDFC,Mumbai,Android,Mobile Number,171.32,Success,2047,3,246.75,3,7.24,35.89,5.7,Normal Activity,Legitimate,0
UPI1002729,19-01-25 22:50,CUST84971,MER7820,SBI,PNB,Pune,Android,UPI ID,1355.36,Failed,157,2,228.91,2,54.81,82.55,1.72,Normal Activity,Legitimate,0
UPI1002730,19-01-25 23:00,CUST10162,MER5728,Axis,Kotak,Bhopal,Android,UPI ID,429.39,Success,1760,7,402.98,0,7.59,35.73,12.74,Normal Activity,Legitimate,0
UPI1002731,19-01-25 23:10,CUST44742,MER6093,Canara Bank,Canara Bank,Ahmedabad,Android,QR Code,934.89,Success,1292,6,569.41,0,82.51,81.59,0.49,High IP & Device Risk,Fraud,1
UPI1002732,19-01-25 23:20,CUST29675,MER6521,PNB,Bank of Baroda,Jaipur,Android,UPI ID,1675.19,Success,2335,7,257.85,0,4.71,75.62,4.26,Normal Activity,Legitimate,0
UPI1002733,19-01-25 23:30,CUST83997,MER6226,Canara Bank,Axis,Hyderabad,Android,UPI ID,377.67,Success,16,2,344.03,0,8.19,80.96,14.69,Normal Activity,Legitimate,0
UPI1002734,19-01-25 23:40,CUST27015,MER8802,Canara Bank,Axis,Bhopal,Android,UPI ID,829.05,Failed,2670,4,375.81,0,41.18,18.73,4.1,Normal Activity,Legitimate,0
UPI1002735,19-01-25 23:50,CUST60057,MER3384,HDFC,Bank of Baroda,Ahmedabad,iOS,Mobile Number,1644.61,Success,1535,5,640.18,0,38.38,39.06,9.61,Normal Activity,Legitimate,0
UPI1002736,20-01-25 0:00,CUST42591,MER6920,Bank of Baroda,Bank of Baroda,Bhopal,iOS,UPI ID,49.84,Success,1477,4,512.54,0,22.86,57.41,1.67,Normal Activity,Legitimate,0
UPI1002737,20-01-25 0:10,CUST19833,MER9800,ICICI,SBI,Pune,Android,Mobile Number,409.1,Success,444,1,317.66,0,66.42,40.15,17.89,Normal Activity,Legitimate,0
UPI1002738,20-01-25 0:20,CUST17896,MER6923,HDFC,ICICI,Mumbai,Android,QR Code,1018.43,Success,682,4,246.05,1,17.72,53.63,2.62,Normal Activity,Legitimate,0
UPI1002739,20-01-25 0:30,CUST42972,MER6468,Kotak,Axis,Hyderabad,Android,QR Code,261.75,Success,535,4,408.56,0,92.76,59.66,8.7,Normal Activity,Legitimate,0
UPI1002740,20-01-25 0:40,CUST59733,MER8696,HDFC,Kotak,Chennai,Android,UPI ID,1162.67,Success,2706,4,567.07,0,64.32,49.26,13.27,Normal Activity,Legitimate,0
UPI1002741,20-01-25 0:50,CUST51800,MER3739,Canara Bank,SBI,Bhopal,Android,UPI ID,454.62,Success,1360,7,431.53,1,50.9,79.93,1.19,Normal Activity,Legitimate,0
UPI1002742,20-01-25 1:00,CUST15347,MER5823,Bank of Baroda,HDFC,Bengaluru,Android,QR Code,888.24,Success,29,5,717.49,2,33.42,43.85,12.05,Normal Activity,Legitimate,0
UPI1002743,20-01-25 1:10,CUST69063,MER6060,PNB,HDFC,Delhi,Android,Mobile Number,337.07,Success,2014,7,222.26,0,16.88,60.6,19.89,Normal Activity,Legitimate,0
UPI1002744,20-01-25 1:20,CUST12643,MER8040,ICICI,HDFC,Ahmedabad,Android,Mobile Number,1464.71,Success,2247,6,302.07,0,87.22,20.55,10.17,Normal Activity,Legitimate,0
UPI1002745,20-01-25 1:30,CUST50785,MER9402,Canara Bank,HDFC,Bengaluru,Web,QR Code,980.53,Success,719,5,846.8,0,55.62,93.81,24.98,Normal Activity,Legitimate,0
UPI1002746,20-01-25 1:40,CUST28681,MER9477,Bank of Baroda,SBI,Bhopal,Android,QR Code,68.73,Success,1015,3,478.04,0,89.38,10.4,8.2,Normal Activity,Legitimate,0
UPI1002747,20-01-25 1:50,CUST60026,MER6838,SBI,PNB,Ahmedabad,Android,UPI ID,163.01,Success,716,4,528.66,0,21.33,43.85,1.18,Normal Activity,Legitimate,0
UPI1002748,20-01-25 2:00,CUST25892,MER9685,HDFC,ICICI,Kolkata,Android,UPI ID,1055.1,Success,2360,4,272.77,0,27.18,18.25,11.73,Normal Activity,Legitimate,0
UPI1002749,20-01-25 2:10,CUST57299,MER2017,Bank of Baroda,SBI,Pune,Web,QR Code,4119.84,Success,1035,5,709.3,0,24.44,12.73,8.71,Normal Activity,Legitimate,0
UPI1002750,20-01-25 2:20,CUST27073,MER4490,Axis,Kotak,Jaipur,Android,QR Code,89.05,Success,1891,6,578.53,1,93.54,39.99,3.77,Normal Activity,Legitimate,0
UPI1002751,20-01-25 2:30,CUST40682,MER3884,PNB,PNB,Ahmedabad,Android,Mobile Number,134.89,Success,311,5,345.57,0,40.82,64.57,12.33,Normal Activity,Legitimate,0
UPI1002752,20-01-25 2:40,CUST24289,MER3814,Canara Bank,Kotak,Pune,Android,QR Code,932.46,Success,318,8,417.59,1,16.55,30.73,1.41,Normal Activity,Legitimate,0
UPI1002753,20-01-25 2:50,CUST17927,MER9714,Kotak,ICICI,Hyderabad,Android,QR Code,183.57,Success,1177,3,548.98,1,1.9,2.76,13.83,Normal Activity,Legitimate,0
UPI1002754,20-01-25 3:00,CUST58330,MER5914,SBI,Bank of Baroda,Chennai,iOS,UPI ID,1874.38,Success,386,6,245.03,0,55.64,20.86,9.27,Normal Activity,Legitimate,0
UPI1002755,20-01-25 3:10,CUST76707,MER8915,SBI,HDFC,Ahmedabad,iOS,QR Code,1633.29,Success,1217,3,183.44,0,20.9,23.46,2.42,Normal Activity,Legitimate,0
UPI1002756,20-01-25 3:20,CUST87454,MER4064,SBI,Axis,Jaipur,iOS,Collect Request,400.93,Success,656,3,383.58,0,81.01,53.41,8.61,Normal Activity,Legitimate,0
UPI1002757,20-01-25 3:30,CUST75428,MER1589,HDFC,Kotak,Mumbai,Android,QR Code,221.94,Success,2953,7,247.7,0,69.01,68.42,20.86,Normal Activity,Legitimate,0
UPI1002758,20-01-25 3:40,CUST60601,MER9826,Canara Bank,SBI,Bhopal,iOS,Mobile Number,144.76,Success,90,4,152.75,1,59.24,21.16,0.98,Normal Activity,Legitimate,0
UPI1002759,20-01-25 3:50,CUST87465,MER9399,Canara Bank,Bank of Baroda,Kolkata,Web,Mobile Number,823.76,Success,871,3,235.61,1,41.11,9.22,2.75,Normal Activity,Fraud,1
UPI1002760,20-01-25 4:00,CUST12539,MER3233,Axis,ICICI,Mumbai,Android,Collect Request,154.08,Success,1874,4,142.26,0,59.89,2.2,0.79,Normal Activity,Legitimate,0
UPI1002761,20-01-25 4:10,CUST32669,MER2313,Bank of Baroda,Bank of Baroda,Bengaluru,iOS,QR Code,1323.88,Success,1073,6,433.98,0,42.49,12.4,2.55,Normal Activity,Legitimate,0
UPI1002762,20-01-25 4:20,CUST80968,MER9169,PNB,Canara Bank,Bhopal,Android,QR Code,432.18,Success,1068,4,314.47,0,96.25,38.27,10.1,Normal Activity,Legitimate,0
UPI1002763,20-01-25 4:30,CUST30644,MER1970,PNB,Kotak,Hyderabad,Web,QR Code,1088.53,Success,1603,4,583.83,0,94.94,87.78,20.04,Normal Activity,Legitimate,0
UPI1002764,20-01-25 4:40,CUST28745,MER5706,ICICI,PNB,Bhopal,Android,QR Code,3390.02,Success,2206,4,938.76,1,8.54,30.13,5.76,Normal Activity,Legitimate,0
UPI1002765,20-01-25 4:50,CUST38228,MER7589,Kotak,Bank of Baroda,Pune,iOS,QR Code,95.53,Success,1911,4,716.89,0,54.6,78.09,24.21,Normal Activity,Legitimate,0
UPI1002766,20-01-25 5:00,CUST44521,MER4185,Axis,Canara Bank,Jaipur,Android,Mobile Number,602.21,Success,2923,9,372.4,1,18.09,10.95,6.41,Normal Activity,Legitimate,0
UPI1002767,20-01-25 5:10,CUST36928,MER8264,HDFC,Axis,Hyderabad,Android,QR Code,65.19,Success,2998,2,376.4,1,55.71,70.91,5.79,Normal Activity,Legitimate,0
UPI1002768,20-01-25 5:20,CUST28322,MER8126,Kotak,Bank of Baroda,Chennai,Android,UPI ID,211.9,Success,876,6,199.46,0,64.8,10.71,4.01,Normal Activity,Legitimate,0
UPI1002769,20-01-25 5:30,CUST67714,MER3375,Bank of Baroda,ICICI,Mumbai,iOS,Mobile Number,1216.37,Success,2641,3,1715.47,1,2.69,64.81,10.87,Normal Activity,Legitimate,0
UPI1002770,20-01-25 5:40,CUST97896,MER5444,Canara Bank,PNB,Hyderabad,Android,QR Code,160.86,Success,1446,3,260.17,0,98.81,68.88,10.94,Normal Activity,Fraud,1
UPI1002771,20-01-25 5:50,CUST72292,MER7450,Axis,SBI,Hyderabad,Android,Mobile Number,210.12,Pending,320,5,969.98,0,81.09,86.38,9.37,Normal Activity,Legitimate,0
UPI1002772,20-01-25 6:00,CUST39055,MER1198,ICICI,ICICI,Jaipur,Android,QR Code,165.85,Success,522,5,417.32,0,25.72,20.69,4.47,Normal Activity,Legitimate,0
UPI1002773,20-01-25 6:10,CUST52891,MER4248,ICICI,Axis,Bhopal,Android,UPI ID,1431.16,Success,2273,6,539.3,0,7.01,73.05,3.06,Normal Activity,Fraud,1
UPI1002774,20-01-25 6:20,CUST91912,MER2147,SBI,Axis,Mumbai,iOS,Mobile Number,812.22,Success,1180,2,423,0,78.54,79.07,9.2,Normal Activity,Legitimate,0
UPI1002775,20-01-25 6:30,CUST16588,MER6276,SBI,Canara Bank,Bengaluru,Android,UPI ID,510.07,Success,1936,4,209.26,0,73.09,80.25,16.64,Normal Activity,Legitimate,0
UPI1002776,20-01-25 6:40,CUST16304,MER7750,ICICI,PNB,Kolkata,Android,Collect Request,250.35,Success,216,3,132.62,1,27.95,3.34,25.77,Normal Activity,Fraud,1
UPI1002777,20-01-25 6:50,CUST17345,MER5706,SBI,Canara Bank,Mumbai,Android,QR Code,134.32,Success,539,2,262.59,0,9.71,22.57,8.47,Normal Activity,Legitimate,0
UPI1002778,20-01-25 7:00,CUST39300,MER5035,SBI,ICICI,Bengaluru,Android,Mobile Number,1600.64,Success,2034,3,477.28,1,35.78,10.5,12.32,Normal Activity,Legitimate,0
UPI1002779,20-01-25 7:10,CUST34259,MER4968,ICICI,SBI,Kolkata,iOS,QR Code,1819.01,Success,2213,5,396.42,1,90.76,48.77,8.53,Normal Activity,Legitimate,0
UPI1002780,20-01-25 7:20,CUST98553,MER6054,Kotak,HDFC,Hyderabad,iOS,QR Code,1607.21,Success,1850,2,573.43,0,10.78,20.17,13.07,Normal Activity,Legitimate,0
UPI1002781,20-01-25 7:30,CUST25352,MER2426,PNB,Kotak,Delhi,Android,UPI ID,315.2,Success,2508,1,1047.14,0,47.63,7.6,3.03,Normal Activity,Legitimate,0
UPI1002782,20-01-25 7:40,CUST43365,MER2841,Bank of Baroda,Axis,Delhi,Android,QR Code,181.88,Success,1697,4,391.42,0,74.92,79.54,10.77,Normal Activity,Legitimate,0
UPI1002783,20-01-25 7:50,CUST29446,MER8287,Canara Bank,Kotak,Chennai,Android,QR Code,449.05,Success,762,8,200.24,3,70.09,28.51,16.8,Normal Activity,Legitimate,0
UPI1002784,20-01-25 8:00,CUST12336,MER5863,ICICI,Bank of Baroda,Bengaluru,Android,QR Code,138.09,Success,1255,2,1003.87,0,57.95,73.05,29.17,Normal Activity,Legitimate,0
UPI1002785,20-01-25 8:10,CUST72032,MER7174,Bank of Baroda,PNB,Hyderabad,iOS,UPI ID,228.4,Pending,1631,2,1883.78,0,70.43,91.54,1.41,Normal Activity,Legitimate,0
UPI1002786,20-01-25 8:20,CUST85415,MER3144,SBI,SBI,Delhi,iOS,QR Code,244.66,Success,1047,4,253.35,1,72.87,58.37,0.04,Normal Activity,Legitimate,0
UPI1002787,20-01-25 8:30,CUST17521,MER1704,Bank of Baroda,Axis,Delhi,iOS,QR Code,1317.69,Success,1078,1,1090.08,1,44.84,14.61,5.64,Normal Activity,Legitimate,0
UPI1002788,20-01-25 8:40,CUST81707,MER2069,Kotak,Bank of Baroda,Kolkata,Android,Collect Request,675.38,Success,1757,3,308.34,1,70.29,17.11,8.95,Normal Activity,Legitimate,0
UPI1002789,20-01-25 8:50,CUST33481,MER8728,SBI,Axis,Delhi,Android,UPI ID,750.23,Pending,2990,3,259.24,0,48.28,67.68,3.01,Normal Activity,Legitimate,0
UPI1002790,20-01-25 9:00,CUST28474,MER7480,HDFC,ICICI,Mumbai,Android,QR Code,452.8,Success,208,11,760.43,1,55.47,41.04,4.3,Normal Activity,Legitimate,0
UPI1002791,20-01-25 9:10,CUST56760,MER7817,SBI,PNB,Jaipur,Android,UPI ID,437.13,Success,1765,3,338.15,0,78.05,16.86,9.32,Normal Activity,Legitimate,0
UPI1002792,20-01-25 9:20,CUST65718,MER7428,Axis,ICICI,Mumbai,Android,QR Code,588.94,Success,2923,1,840,0,60.28,76.07,1.99,Normal Activity,Legitimate,0
UPI1002793,20-01-25 9:30,CUST54629,MER7277,Axis,ICICI,Hyderabad,Android,Collect Request,214.51,Success,1532,5,538.99,0,8.79,69.45,3.73,Normal Activity,Legitimate,0
UPI1002794,20-01-25 9:40,CUST55232,MER9960,PNB,Kotak,Bengaluru,Android,QR Code,1485.18,Success,2421,4,185.22,0,27.04,28.56,9.19,Normal Activity,Legitimate,0
UPI1002795,20-01-25 9:50,CUST96544,MER9451,PNB,Kotak,Pune,Android,QR Code,677.43,Success,2073,1,152.11,0,0.91,64.55,27.63,Normal Activity,Legitimate,0
UPI1002796,20-01-25 10:00,CUST77169,MER7646,PNB,Kotak,Mumbai,Android,QR Code,134.29,Success,1531,3,325.37,1,32.2,27.98,14.14,Normal Activity,Legitimate,0
UPI1002797,20-01-25 10:10,CUST60669,MER7735,PNB,ICICI,Hyderabad,Android,UPI ID,384.34,Success,329,3,468.53,0,78.88,79.23,0.29,Normal Activity,Legitimate,0
UPI1002798,20-01-25 10:20,CUST88021,MER3943,PNB,HDFC,Kolkata,Android,QR Code,337.29,Success,2869,5,193.53,0,73.44,50.61,2.45,Normal Activity,Legitimate,0
UPI1002799,20-01-25 10:30,CUST79184,MER9275,Canara Bank,ICICI,Jaipur,iOS,QR Code,284.96,Success,2086,5,318.35,0,9.29,17.36,11.1,Normal Activity,Legitimate,0
UPI1002800,20-01-25 10:40,CUST57945,MER5505,SBI,Canara Bank,Pune,Android,QR Code,205.59,Success,1825,5,376.35,0,67.39,59.98,4.61,Normal Activity,Legitimate,0
UPI1002801,20-01-25 10:50,CUST23140,MER6275,SBI,Canara Bank,Delhi,Android,Collect Request,22.96,Success,974,3,584.81,1,12.18,72.28,13.14,Normal Activity,Legitimate,0
UPI1002802,20-01-25 11:00,CUST93457,MER4561,HDFC,HDFC,Jaipur,Android,UPI ID,672.03,Pending,702,5,459.82,0,45.51,84.7,7.33,Normal Activity,Legitimate,0
UPI1002803,20-01-25 11:10,CUST24357,MER7471,Kotak,PNB,Jaipur,Android,QR Code,1556.32,Success,1907,2,578.92,0,90.08,99.7,31.81,Normal Activity,Legitimate,0
UPI1002804,20-01-25 11:20,CUST78673,MER3393,Kotak,HDFC,Bengaluru,iOS,QR Code,744.73,Success,2644,3,213.28,1,25.54,11.79,10.28,Normal Activity,Legitimate,0
UPI1002805,20-01-25 11:30,CUST75633,MER7240,HDFC,Axis,Bengaluru,Android,QR Code,869.68,Success,502,5,1505.75,0,10.34,83.08,5.02,Normal Activity,Legitimate,0
UPI1002806,20-01-25 11:40,CUST86943,MER3684,ICICI,Canara Bank,Delhi,Android,QR Code,1261.06,Success,2268,5,315.22,1,25.36,82.1,15.51,Normal Activity,Legitimate,0
UPI1002807,20-01-25 11:50,CUST88258,MER3230,Canara Bank,Kotak,Bengaluru,Android,Collect Request,113.34,Success,2014,3,361.86,1,97.4,2.21,3.3,Normal Activity,Legitimate,0
UPI1002808,20-01-25 12:00,CUST22924,MER4747,SBI,Axis,Kolkata,Android,UPI ID,482.3,Failed,2992,2,360.68,1,69.29,39.26,4.8,Normal Activity,Legitimate,0
UPI1002809,20-01-25 12:10,CUST79286,MER1895,SBI,SBI,Jaipur,Android,Mobile Number,126.25,Success,680,4,776.92,1,62.84,10.35,1.72,Normal Activity,Legitimate,0
UPI1002810,20-01-25 12:20,CUST84071,MER9852,Axis,HDFC,Chennai,Android,QR Code,1245.25,Success,2114,5,153.13,1,79.26,27.14,5.71,Normal Activity,Legitimate,0
UPI1002811,20-01-25 12:30,CUST67326,MER6040,Axis,ICICI,Mumbai,iOS,QR Code,1595.06,Success,896,3,764.7,0,7.4,26.15,16.22,Normal Activity,Legitimate,0
UPI1002812,20-01-25 12:40,CUST40651,MER2110,ICICI,Bank of Baroda,Jaipur,Android,UPI ID,221.51,Success,546,4,598.62,2,1.16,62.84,16.8,Normal Activity,Legitimate,0
UPI1002813,20-01-25 12:50,CUST80202,MER4745,Kotak,Kotak,Jaipur,Android,UPI ID,253.05,Success,801,2,459.14,1,35.81,39.65,5.01,Normal Activity,Legitimate,0
UPI1002814,20-01-25 13:00,CUST58777,MER7823,Kotak,Canara Bank,Mumbai,Android,QR Code,188.62,Success,294,4,148.99,0,16.49,78.16,1.94,Normal Activity,Legitimate,0
UPI1002815,20-01-25 13:10,CUST26994,MER3137,Bank of Baroda,HDFC,Bengaluru,iOS,QR Code,528.44,Success,2220,3,158.54,0,92.6,13.53,0.88,Normal Activity,Legitimate,0
UPI1002816,20-01-25 13:20,CUST77263,MER2840,Canara Bank,Bank of Baroda,Hyderabad,Android,UPI ID,68.12,Success,2100,4,221.4,0,57.41,87.67,1.52,Normal Activity,Legitimate,0
UPI1002817,20-01-25 13:30,CUST69634,MER2910,PNB,PNB,Ahmedabad,iOS,QR Code,448.94,Success,1119,2,292.65,0,8.56,10.53,4.86,Normal Activity,Legitimate,0
UPI1002818,20-01-25 13:40,CUST20800,MER1742,PNB,Bank of Baroda,Bengaluru,Android,QR Code,216.08,Success,356,5,423.58,1,63.04,31.44,7.02,Normal Activity,Legitimate,0
UPI1002819,20-01-25 13:50,CUST47823,MER4160,Kotak,Canara Bank,Kolkata,iOS,UPI ID,955.15,Success,2774,7,936.33,2,2.01,58.67,5.55,Normal Activity,Legitimate,0
UPI1002820,20-01-25 14:00,CUST73878,MER2316,Canara Bank,PNB,Pune,Android,QR Code,494.69,Success,1959,3,311.18,0,56.75,78.94,9.46,Normal Activity,Legitimate,0
UPI1002821,20-01-25 14:10,CUST28708,MER5541,SBI,Canara Bank,Delhi,Android,UPI ID,455.93,Success,1856,4,76.5,0,43.66,73.81,0.27,Normal Activity,Legitimate,0
UPI1002822,20-01-25 14:20,CUST22819,MER8566,Canara Bank,PNB,Chennai,iOS,QR Code,223.58,Success,603,2,408.61,0,72.67,26.71,1.64,Normal Activity,Legitimate,0
UPI1002823,20-01-25 14:30,CUST84905,MER8681,Axis,ICICI,Hyderabad,Android,UPI ID,333.31,Success,2447,4,279.41,1,21.14,49.58,1.45,Normal Activity,Legitimate,0
UPI1002824,20-01-25 14:40,CUST73870,MER8007,PNB,Bank of Baroda,Hyderabad,Android,Collect Request,166.67,Success,2392,3,365.54,0,1.74,49.58,7.28,Normal Activity,Legitimate,0
UPI1002825,20-01-25 14:50,CUST19283,MER4805,PNB,HDFC,Mumbai,Android,UPI ID,1737.4,Success,1761,4,255.83,0,29.83,6.92,4.78,Normal Activity,Legitimate,0
UPI1002826,20-01-25 15:00,CUST40573,MER9108,SBI,ICICI,Chennai,Android,UPI ID,410.24,Success,2109,8,415.99,0,76.85,36.1,1.08,Normal Activity,Legitimate,0
UPI1002827,20-01-25 15:10,CUST88707,MER2731,ICICI,HDFC,Pune,Android,UPI ID,2848.58,Pending,2976,2,243.16,0,16.96,28.88,19.43,Normal Activity,Legitimate,0
UPI1002828,20-01-25 15:20,CUST40933,MER8409,Bank of Baroda,SBI,Ahmedabad,iOS,Mobile Number,1656.23,Success,2703,3,378.25,0,23.6,33.94,4.09,Normal Activity,Legitimate,0
UPI1002829,20-01-25 15:30,CUST15774,MER2567,HDFC,PNB,Ahmedabad,iOS,QR Code,300.61,Success,2296,4,251.59,1,39.98,32.1,6.72,Normal Activity,Legitimate,0
UPI1002830,20-01-25 15:40,CUST82055,MER2810,HDFC,Canara Bank,Pune,iOS,QR Code,440.32,Success,2207,4,566.19,1,29.78,89.64,17.6,Normal Activity,Legitimate,0
UPI1002831,20-01-25 15:50,CUST20983,MER8874,Kotak,Canara Bank,Jaipur,Android,Mobile Number,378.7,Success,1296,6,299.39,1,69.06,49.38,6.83,Normal Activity,Legitimate,0
UPI1002832,20-01-25 16:00,CUST28133,MER6123,Bank of Baroda,ICICI,Hyderabad,iOS,Mobile Number,294.06,Success,2819,7,349.77,0,98.66,91.82,2.87,Normal Activity,Legitimate,0
UPI1002833,20-01-25 16:10,CUST24939,MER9796,Axis,ICICI,Hyderabad,Android,UPI ID,546.63,Failed,1304,2,555.39,2,80.08,34.6,12.27,Normal Activity,Legitimate,0
UPI1002834,20-01-25 16:20,CUST10781,MER9669,ICICI,ICICI,Pune,Android,UPI ID,900.99,Failed,187,7,909.75,0,37.24,11.66,3.44,Normal Activity,Legitimate,0
UPI1002835,20-01-25 16:30,CUST66700,MER8280,Canara Bank,SBI,Delhi,iOS,QR Code,422.94,Success,669,3,276.86,0,35.36,99.59,11.82,Normal Activity,Legitimate,0
UPI1002836,20-01-25 16:40,CUST37624,MER6852,SBI,Kotak,Jaipur,Android,QR Code,623.05,Success,1420,3,856.51,0,60.28,74.31,13.44,Normal Activity,Legitimate,0
UPI1002837,20-01-25 16:50,CUST16823,MER5705,Canara Bank,PNB,Chennai,Android,UPI ID,475.33,Success,2622,3,478.82,2,78.86,91.18,1.58,Normal Activity,Legitimate,0
UPI1002838,20-01-25 17:00,CUST28489,MER1141,Canara Bank,Bank of Baroda,Chennai,iOS,QR Code,866.75,Success,2111,3,86.56,2,96.74,11.37,2.11,Normal Activity,Legitimate,0
UPI1002839,20-01-25 17:10,CUST49961,MER5655,ICICI,PNB,Kolkata,iOS,Collect Request,2792.1,Success,212,2,1013.79,0,23.55,29.78,1.52,Normal Activity,Legitimate,0
UPI1002840,20-01-25 17:20,CUST39118,MER3098,ICICI,PNB,Hyderabad,Android,Mobile Number,206.37,Success,2664,3,209.19,0,63.08,82.81,5.01,Normal Activity,Legitimate,0
UPI1002841,20-01-25 17:30,CUST91816,MER6389,ICICI,Bank of Baroda,Mumbai,iOS,QR Code,1408.14,Success,2585,4,207.27,1,74.94,48.26,3.05,Normal Activity,Legitimate,0
UPI1002842,20-01-25 17:40,CUST32263,MER2286,Bank of Baroda,ICICI,Chennai,Android,UPI ID,1619.5,Success,2430,7,408.73,0,73.87,0.62,12.47,Normal Activity,Legitimate,0
UPI1002843,20-01-25 17:50,CUST23565,MER1807,Axis,Canara Bank,Pune,Android,QR Code,978.92,Success,1406,2,1500.99,0,87.88,14.63,5.29,Normal Activity,Legitimate,0
UPI1002844,20-01-25 18:00,CUST30354,MER8388,ICICI,ICICI,Hyderabad,iOS,Collect Request,571.13,Success,1787,6,960.74,0,87.31,92.86,4.75,Normal Activity,Legitimate,0
